Season,TeamID,avg_points,avg_points_allowed,fg_percent,three_p_percent,ft_percent,avg_rebounds,avg_assists,avg_turnovers,avg_steals,avg_blocks,avg_fouls
2003,1102,57.25,57.0,0.48114901256732495,0.37564322469982847,0.651356993736952,21.0,13.0,11.428571428571429,5.964285714285714,1.7857142857142858,18.75
2003,1103,78.77777777777777,78.14814814814815,0.4860742705570292,0.3387096774193548,0.7363896848137536,29.703703703703702,15.222222222222221,12.62962962962963,7.2592592592592595,2.3333333333333335,19.85185185185185
2003,1104,69.28571428571429,65.0,0.4203622735790131,0.32014388489208634,0.7098976109215017,37.5,12.107142857142858,13.285714285714286,6.607142857142857,3.7857142857142856,18.035714285714285
2003,1105,71.76923076923077,76.65384615384616,0.39575530586766544,0.3648148148148148,0.7059859154929577,36.61538461538461,14.538461538461538,18.653846153846153,9.307692307692308,2.076923076923077,20.23076923076923
2003,1106,63.607142857142854,63.75,0.42377260981912146,0.34615384615384615,0.6464208242950108,36.142857142857146,11.678571428571429,17.035714285714285,8.357142857142858,3.142857142857143,18.178571428571427
2003,1107,65.92857142857143,75.71428571428571,0.418272218769422,0.357487922705314,0.7335092348284961,28.5,11.928571428571429,12.571428571428571,6.857142857142857,2.0357142857142856,15.892857142857142
2003,1108,69.0909090909091,73.12121212121212,0.4246646026831785,0.31910946196660483,0.6685962373371924,36.333333333333336,13.848484848484848,18.454545454545453,8.181818181818182,3.515151515151515,19.666666666666668
2003,1110,66.36666666666666,61.9,0.4327521793275218,0.37896253602305474,0.6814516129032258,33.13333333333333,14.233333333333333,13.166666666666666,6.4,1.7333333333333334,18.133333333333333
2003,1111,83.26923076923077,81.73076923076923,0.44364937388193204,0.3274956217162872,0.7195301027900147,38.30769230769231,15.23076923076923,16.192307692307693,9.846153846153847,4.615384615384615,18.692307692307693
2003,1112,85.21428571428571,70.25,0.46141304347826084,0.3505338078291815,0.7014285714285714,42.82142857142857,17.642857142857142,14.785714285714286,8.464285714285714,4.214285714285714,17.75
2003,1113,75.96551724137932,69.17241379310344,0.4781818181818182,0.3178082191780822,0.6697368421052632,37.0,15.551724137931034,14.0,5.206896551724138,4.241379310344827,19.413793103448278
2003,1114,70.03571428571429,70.07142857142857,0.4483221476510067,0.37109375,0.6926751592356688,33.392857142857146,11.5,15.964285714285714,6.607142857142857,2.357142857142857,20.5
2003,1115,54.5,74.17857142857143,0.35460526315789476,0.2817796610169492,0.6389452332657201,31.0,10.178571428571429,19.107142857142858,7.964285714285714,2.75,20.25
2003,1116,61.642857142857146,66.53571428571429,0.39267352185089976,0.3102189781021898,0.6094890510948905,37.964285714285715,9.821428571428571,16.678571428571427,6.464285714285714,3.5357142857142856,20.928571428571427
2003,1117,71.11538461538461,69.8076923076923,0.43319268635724334,0.37117117117117115,0.7378815080789947,31.346153846153847,11.923076923076923,13.26923076923077,7.153846153846154,1.6538461538461537,21.423076923076923
2003,1119,53.68,67.48,0.4117647058823529,0.3559322033898305,0.6761006289308176,29.48,11.72,17.36,5.56,1.6,19.32
2003,1120,70.1,65.56666666666666,0.46983546617915906,0.3448979591836735,0.6621621621621622,34.5,13.4,15.9,8.033333333333333,4.966666666666667,16.366666666666667
2003,1122,69.70370370370371,67.70370370370371,0.4523470839260313,0.34913793103448276,0.691358024691358,34.851851851851855,13.407407407407407,15.222222222222221,7.037037037037037,4.666666666666667,18.666666666666668
2003,1123,73.3,76.03333333333333,0.4288864388092613,0.322,0.7259036144578314,34.9,10.5,12.833333333333334,5.2,2.2,22.866666666666667
2003,1124,69.0,68.39285714285714,0.40701970443349755,0.34185733512786004,0.725050916496945,34.892857142857146,14.214285714285714,13.285714285714286,8.321428571428571,2.9642857142857144,15.75
2003,1125,72.46428571428571,70.71428571428571,0.4657534246575342,0.36757624398073835,0.7018867924528301,34.17857142857143,16.892857142857142,16.928571428571427,9.071428571428571,1.7142857142857142,18.357142857142858
2003,1126,64.7,72.9,0.41323792486583183,0.3577405857740586,0.6931407942238267,32.733333333333334,10.966666666666667,15.866666666666667,8.266666666666667,1.8,19.433333333333334
2003,1127,66.55555555555556,66.18518518518519,0.42033678756476683,0.34966216216216217,0.6759259259259259,35.925925925925924,12.703703703703704,15.074074074074074,6.444444444444445,6.481481481481482,18.25925925925926
2003,1128,67.84615384615384,64.6923076923077,0.4428129829984544,0.3552397868561279,0.7231833910034602,32.11538461538461,13.384615384615385,15.653846153846153,7.884615384615385,3.9615384615384617,18.076923076923077
2003,1129,65.89285714285714,66.92857142857143,0.410680228862047,0.29774127310061604,0.6974358974358974,33.107142857142854,11.642857142857142,14.392857142857142,6.642857142857143,3.8214285714285716,19.5
2003,1130,79.65517241379311,76.34482758620689,0.4687861271676301,0.3445544554455445,0.6908602150537635,35.86206896551724,17.0,13.344827586206897,7.0,2.896551724137931,18.96551724137931
2003,1131,68.1,63.266666666666666,0.4304796599878567,0.3396551724137931,0.7430555555555556,35.4,13.566666666666666,13.366666666666667,5.7,3.466666666666667,20.166666666666668
2003,1132,66.48148148148148,70.62962962962963,0.4387442572741195,0.3658008658008658,0.7373271889400922,30.77777777777778,12.74074074074074,16.666666666666668,7.148148148148148,2.5185185185185186,22.185185185185187
2003,1133,72.3103448275862,72.37931034482759,0.43639683505782106,0.3592233009708738,0.7039764359351989,34.241379310344826,12.551724137931034,14.172413793103448,7.448275862068965,1.6896551724137931,20.344827586206897
2003,1135,73.96428571428571,72.07142857142857,0.4614864864864865,0.3702213279678068,0.7442857142857143,32.892857142857146,14.571428571428571,15.678571428571429,7.642857142857143,3.6785714285714284,17.607142857142858
2003,1137,57.67857142857143,59.32142857142857,0.40425531914893614,0.3381742738589212,0.6371100164203612,31.75,11.678571428571429,15.821428571428571,5.785714285714286,2.142857142857143,17.785714285714285
2003,1138,64.82142857142857,72.21428571428571,0.40197287299630086,0.29206963249516443,0.6716417910447762,36.214285714285715,12.642857142857142,14.5,6.428571428571429,2.0714285714285716,22.714285714285715
2003,1139,68.58620689655173,60.93103448275862,0.47515316541865216,0.38801261829652994,0.7229166666666667,28.20689655172414,12.96551724137931,10.413793103448276,6.344827586206897,1.8620689655172413,16.06896551724138
2003,1140,72.45161290322581,63.67741935483871,0.46884833228445566,0.384,0.753004005340454,35.29032258064516,13.419354838709678,13.741935483870968,6.935483870967742,2.5161290322580645,21.419354838709676
2003,1141,79.34482758620689,73.24137931034483,0.5052356020942408,0.38076923076923075,0.7657534246575343,33.86206896551724,15.620689655172415,18.24137931034483,7.103448275862069,4.0,20.96551724137931
2003,1142,67.51724137931035,68.37931034482759,0.4245810055865922,0.3174061433447099,0.7163120567375887,34.89655172413793,12.448275862068966,15.827586206896552,6.9655172413793105,3.8275862068965516,19.448275862068964
2003,1143,74.48275862068965,69.75862068965517,0.46564885496183206,0.3765182186234818,0.6855123674911661,35.62068965517241,16.0,14.172413793103448,6.551724137931035,2.793103448275862,17.103448275862068
2003,1144,65.03846153846153,78.23076923076923,0.44091580502215655,0.3497854077253219,0.698744769874477,27.692307692307693,14.5,16.0,6.1923076923076925,2.730769230769231,16.576923076923077
2003,1145,70.25,71.14285714285714,0.43883610451306415,0.34368530020703936,0.7052401746724891,36.75,15.642857142857142,14.321428571428571,8.142857142857142,3.392857142857143,19.357142857142858
2003,1147,72.625,77.875,0.4527881040892193,0.31901840490797545,0.7696526508226691,29.541666666666668,12.041666666666666,16.083333333333332,8.125,3.7083333333333335,20.416666666666668
2003,1148,67.53571428571429,67.10714285714286,0.46247464503042596,0.37593984962406013,0.7474949899799599,33.392857142857146,11.464285714285714,15.464285714285714,5.785714285714286,1.6428571428571428,15.535714285714286
2003,1149,64.6923076923077,66.0,0.4420391061452514,0.2785515320334262,0.7452830188679245,32.03846153846154,12.461538461538462,14.653846153846153,9.76923076923077,3.1923076923076925,19.23076923076923
2003,1150,68.44827586206897,69.89655172413794,0.39621559633027525,0.33285302593659943,0.6337308347529813,37.93103448275862,14.517241379310345,13.724137931034482,8.482758620689655,2.0344827586206895,18.344827586206897
2003,1151,79.82142857142857,75.60714285714286,0.47885572139303484,0.36860670194003525,0.759375,35.67857142857143,16.178571428571427,16.464285714285715,7.142857142857143,3.1785714285714284,18.571428571428573
2003,1152,63.2,74.96666666666667,0.44207889793362554,0.3323615160349854,0.6176961602671118,32.766666666666666,12.1,17.433333333333334,7.2,1.6666666666666667,22.033333333333335
2003,1153,67.32142857142857,61.5,0.4039067422810334,0.3424908424908425,0.6898839137645107,35.535714285714285,12.285714285714286,10.607142857142858,5.178571428571429,4.25,18.964285714285715
2003,1154,63.083333333333336,71.375,0.4004594180704441,0.3135593220338983,0.6639004149377593,32.666666666666664,13.083333333333334,16.333333333333332,7.458333333333333,3.0416666666666665,20.125
2003,1155,68.42857142857143,68.10714285714286,0.44165054803352677,0.34704370179948585,0.6565495207667732,35.857142857142854,12.535714285714286,13.464285714285714,7.107142857142857,2.642857142857143,19.107142857142858
2003,1156,65.63333333333334,73.2,0.4461038961038961,0.3710691823899371,0.6593059936908517,31.433333333333334,13.533333333333333,17.233333333333334,7.066666666666666,4.433333333333334,19.466666666666665
2003,1157,67.26923076923077,69.88461538461539,0.4345696291112666,0.3686746987951807,0.7329192546583851,35.46153846153846,12.23076923076923,16.846153846153847,6.230769230769231,1.5769230769230769,21.192307692307693
2003,1158,73.34482758620689,68.65517241379311,0.43612596553773025,0.39078751857355126,0.6851211072664359,34.827586206896555,14.448275862068966,14.068965517241379,7.344827586206897,4.379310344827586,18.93103448275862
